% Model:              THGEM.mph
% Version:            COMSOL 6.3.0.290
% Date:               May 25 2026, 16:42
% Dimension:          3
% Nodes:              54098
% Expressions:        1
% Description:        电势
% Length unit:        m
% x                       y                        z                        V (V)
1.6013491346813288E-4     8.406581218699943E-5     0.002000000000000002     -100.00000000000001
1.6939704003014798E-4     8.263983641794838E-5     0.001990849867226063     -99.92170117218217
1.4830684878102025E-4     9.045133359870602E-5     0.002000000000000002     -100.00000000000001
1.5756897534303536E-4     8.902535782965497E-5     0.001990849867226063     -99.9361472822677
1.6683110190505044E-4     8.759938206060392E-5     0.001981699734452124     -99.87030236827765
1.5924819198800434E-4     7.130670350310661E-5     0.002000000000000002     -100.00000000000001
1.4742012730089172E-4     7.76922249148132E-5      0.002000000000000002     -100.00000000000001
1.5668225386290683E-4     7.626624914576214E-5     0.001990849867226063     -99.89435672264166
1.4653340582076319E-4     6.493311623092038E-5     0.002000000000000002     -100.00000000000001
1.700215720011576E-4      9.807354030731403E-5     0.001990849867226063     -99.98236058371275
1.7258751012625513E-4     9.31139946646585E-5      0.0020000000000000018    -100.00000000000001
1.607594454391425E-4      9.949951607636509E-5     0.0020000000000000018    -100.00000000000001
1.8476842731809115E-4     8.627695713347549E-5     0.002000000000000002     -100.00000000000001
1.8220248919299364E-4     9.123650277613102E-5     0.001990849867226063     -99.96431222738799
1.795920796512767E-4      1.0119609897688223E-4    0.001981402114623195     -100.00644381294353
1.3391763127487645E-4     7.23819712271194E-5      0.002000000000000002     -100.00000000000001
1.4402475107627507E-4     7.154106311273749E-5     0.001987143850631657     -99.81924882723673
1.2130185672898971E-4     7.983082622331841E-5     0.002000000000000002     -99.99999999999999
1.3140897653038833E-4     7.89899181089365E-5      0.001987143850631657     -99.83156891224766
1.4151609633178695E-4     7.81490099945546E-5      0.0019742877012633117    -99.66800011456284
1.3343944045326843E-4     5.671988317181367E-5     0.0020000000000000026    -100.00000000000001
1.2082366590738169E-4     6.416873816801269E-5     0.0020000000000000026    -100.00000000000001
1.309307857087803E-4      6.332783005363078E-5     0.0019871438506316574    -99.78371518034983
1.2034547508577367E-4     4.850665011270697E-5     0.0020000000000000026    -100.00000000000001
1.449114725564036E-4      8.430017179663031E-5     0.001987143850631657     -99.86928971160415
1.5417359911841868E-4     8.287419602757927E-5     0.0019779937178577177    -99.77539224216005
1.392283689272732E-4      9.691407154560801E-5     0.002000000000000002     -100.00000000000001
1.3583299270265655E-4     9.07629097435323E-5      0.001987143850631657     -99.88326208756628
1.3480435275500498E-4     8.514107991101222E-5     0.002000000000000002     -100.00000000000001
1.2572587290125793E-4     9.16038178579142E-5      0.002000000000000002     -100.00000000000001
-1.472957374789481E-4     1.3962705610506138E-4    0.0020000000000000026    -100.00000000000001
-1.599792844524349E-4     1.4698079957121014E-4    0.002000000000000002     -100.00000000000001
-1.5438482353334802E-4    1.4196312993669432E-4    0.001987272168344661     -99.6362836982493
-1.7266283142592168E-4    1.543345430373589E-4     0.0020000000000000018    -100.00000000000001
-1.670683705068348E-4     1.4931687340284308E-4    0.001987272168344661     -99.6325551298139
-1.6147390958774793E-4    1.442992037683273E-4     0.00197454433668932      -99.26578022488303
-1.5997928445243576E-4    1.3231352805252988E-4    0.0020000000000000026    -100.00000000000001
-1.7266283142592254E-4    1.3966727151867864E-4    0.0020000000000000018    -100.00000000000001
-1.6706837050683567E-4    1.3464960188416282E-4    0.001987272168344661     -99.6306388639838
-1.726628314259234E-4     1.2499999999999838E-4    0.002000000000000002     -100.00000000000001
-1.8555235952160028E-4    1.4700090727801877E-4    0.0020000000000000018    -100.00000000000001
-1.8555235952160114E-4    1.323336357593385E-4     0.0020000000000000018    -100.00000000000001
-1.9844188761727888E-4    1.3966727151867864E-4    0.0020000000000000018    -100.00000000000001
